Entry	AlphaFoldDB	PDB	Ensembl	EnsemblBacteria	EnsemblFungi	EnsemblProtists
C9JDU0	C9JDU0;		ENST00000435795.5;			
C9JDV0	C9JDV0;		ENST00000444000.5;			
C9JDV1	C9JDV1;		ENST00000418975.1;ENST00000673061.1;			
C9JDV3			ENST00000431101.1;ENST00000632166.1;			
C9JDV8	C9JDV8;		ENST00000437094.5;			
C9JDV9	C9JDV9;		ENST00000366090.6;			
C9JDW1	C9JDW1;		ENST00000412373.5;			
C9JDW2	C9JDW2;		ENST00000413303.5;			
C9JDW7	C9JDW7;		ENST00000356442.4;			
C9JDX0	C9JDX0;		ENST00000420294.1;			
C9JDX2	C9JDX2;		ENST00000414724.5;			
C9JDX6	C9JDX6;		ENST00000412557.5;			
C9JDY4	C9JDY4;		ENST00000495797.1;			
C9JDY5	C9JDY5;		ENST00000472747.2;			
C9JDY7	C9JDY7;		ENST00000465116.5;			
C9JDY8	C9JDY8;		ENST00000470022.1;			
C9JDZ2	C9JDZ2;		ENST00000479848.1;			
C9JDZ9	C9JDZ9;		ENST00000473337.6;			
C9JE00	C9JE00;		ENST00000470111.5;			
C9JE01	C9JE01;		ENST00000465382.6;ENST00000710246.1;			
C9JE02	C9JE02;		ENST00000481688.1;			
C9JE08	C9JE08;		ENST00000471396.1;			
C9JE09	C9JE09;		ENST00000491191.5;			
C9JE15	C9JE15;		ENST00000476491.5;			
C9JE17	C9JE17;		ENST00000487361.5;			
C9JE21	C9JE21;		ENST00000459726.1;			
C9JE24	C9JE24;		ENST00000424110.1;			
C9JE27	C9JE27;		ENST00000414419.6;			
C9JE31	C9JE31;		ENST00000431313.5;			
C9JE35	C9JE35;		ENST00000415068.1;			
C9JE41	C9JE41;		ENST00000424620.1;			
C9JE46	C9JE46;		ENST00000438764.1;			
C9JE50	C9JE50;		ENST00000441952.5;			
C9JE51	C9JE51;		ENST00000443217.5;			
C9JE55	C9JE55;		ENST00000423116.1;			
C9JE61	C9JE61;		ENST00000424192.6;			
C9JE62	C9JE62;		ENST00000458458.5;			
C9JE69	C9JE69;		ENST00000442778.5;			
C9JE72	C9JE72;		ENST00000415271.6;			
C9JE76	C9JE76;		ENST00000430773.1;			
C9JE79			ENST00000435928.1;ENST00000454108.5;			
C9JE81	C9JE81;		ENST00000425035.5;			
C9JE82	C9JE82;		ENST00000429770.5;			
C9JE84	C9JE84;		ENST00000424363.5;			
C9JE88	C9JE88;		ENST00000431967.5;			
C9JE93	C9JE93;		ENST00000449864.5;			
C9JEA3			ENST00000428592.1;ENST00000625706.1;			
C9JEA9	C9JEA9;		ENST00000444781.5;			
C9JEC2	C9JEC2;		ENST00000437276.1;			
C9JEC5	C9JEC5;		ENST00000434652.5;			
C9JEC8	C9JEC8;		ENST00000455904.5;			
C9JEC9	C9JEC9;		ENST00000443315.5;			
C9JED2	C9JED2;		ENST00000446904.5;			
C9JED5	C9JED5;		ENST00000432366.6;			
C9JED7	C9JED7;		ENST00000446863.5;			
C9JEE0	C9JEE0;		ENST00000438703.1;			
C9JEE2	C9JEE2;		ENST00000416268.1;			
C9JEE7	C9JEE7;		ENST00000440983.1;			
C9JEE9			ENST00000442752.1;			
C9JEF0	C9JEF0;		ENST00000428868.1;			
C9JEF1	C9JEF1;		ENST00000455195.5;			
C9JEF2	C9JEF2;		ENST00000441059.5;			
C9JEG4			ENST00000458240.5;			
C9JEH4	C9JEH4;		ENST00000429179.1;			
C9JEH7	C9JEH7;		ENST00000430575.1;			
C9JEJ8	C9JEJ8;		ENST00000425989.5;			
C9JEK0	C9JEK0;		ENST00000414499.1;			
C9JEK3	C9JEK3;		ENST00000445569.6;			
C9JEK5	C9JEK5;		ENST00000424659.6;			
C9JEL3	C9JEL3;		ENST00000454501.1;			
C9JEL4	C9JEL4;		ENST00000418103;			
C9JEM1	C9JEM1;		ENST00000438962.1;			
C9JEN3	C9JEN3;		ENST00000444183.5;			
C9JEN4	C9JEN4;		ENST00000419460.5;			
C9JEN8	C9JEN8;		ENST00000430714.5;			
C9JEP0			ENST00000412210.5;ENST00000441547.5;			
C9JEP1	C9JEP1;		ENST00000427809.5;			
C9JEQ7	C9JEQ7;		ENST00000423520.5;			
C9JEQ8	C9JEQ8;		ENST00000417207.5;			
C9JER0			ENST00000424818.5;ENST00000633323.1;			
C9JER5	C9JER5;		ENST00000449792.5;			
C9JER6	C9JER6;		ENST00000445281.5;			
C9JES4			ENST00000449706.1;			
C9JES6	C9JES6;		ENST00000411972.1;			
C9JES7			ENST00000423894.5;			
C9JES8	C9JES8;		ENST00000444092.5;			
C9JES9	C9JES9;		ENST00000421383.1;			
C9JEV0	C9JEV0;		ENST00000411734.1;			
C9JEV4	C9JEV4;		ENST00000420697.1;			
C9JEW2	C9JEW2;		ENST00000411469.1;			
C9JEW3	C9JEW3;		ENST00000436789.5;			
C9JEW7	C9JEW7;		ENST00000440209.5;			
C9JEY0	C9JEY0;		ENST00000448743.5;			
C9JEY3	C9JEY3;		ENST00000427688.5;			
C9JEY6	C9JEY6;		ENST00000414351.5;			
C9JF06	C9JF06;		ENST00000444434.1;			
C9JF13	C9JF13;		ENST00000426123.5;			
C9JF14	C9JF14;		ENST00000456094.1;			
C9JF15	C9JF15;		ENST00000450835.1;			
C9JF16	C9JF16;		ENST00000418735.1;			
C9JF25	C9JF25;		ENST00000416021.5;			
C9JF31	C9JF31;		ENST00000453038.5;			
C9JF32	C9JF32;		ENST00000433016.6;			
C9JF34	C9JF34;		ENST00000414235.5;			
C9JF35			ENST00000417537.2;ENST00000680129.1;			
C9JF39	C9JF39;		ENST00000457529.5;			
C9JF41	C9JF41;		ENST00000450098.1;			
C9JF43	C9JF43;		ENST00000442580.5;			
C9JF51	C9JF51;		ENST00000438759.1;			
C9JF56	C9JF56;		ENST00000434517.1;			
C9JF58	C9JF58;		ENST00000433045.6;			
C9JF73	C9JF73;		ENST00000456902.5;			
C9JF75	C9JF75;		ENST00000446930.1;			
C9JF90	C9JF90;		ENST00000432637.1;			
C9JF97	C9JF97;		ENST00000415098.1;			
C9JF98	C9JF98;		ENST00000430000.1;			
C9JFA7	C9JFA7;		ENST00000431009.1;			
C9JFB6	C9JFB6;		ENST00000418018.5;			
C9JFC0	C9JFC0;		ENST00000444748.5;			
C9JFC1	C9JFC1;		ENST00000454697.1;			
C9JFC9	C9JFC9;		ENST00000434890.5;			
C9JFD7	C9JFD7;		ENST00000416671.5;			
C9JFF4	C9JFF4;		ENST00000451513.5;			
C9JFF6	C9JFF6;		ENST00000423376.1;			
C9JFF8	C9JFF8;		ENST00000425074.3;			
C9JFF9	C9JFF9;		ENST00000434967.1;			
C9JFH2			ENST00000416345.5;ENST00000420611.5;ENST00000433192.1;ENST00000686860.1;ENST00000688628.1;			
C9JFI0	C9JFI0;		ENST00000416823.1;			
C9JFJ0	C9JFJ0;		ENST00000431087.2;			
C9JFJ1	C9JFJ1;		ENST00000428841.1;			
C9JFJ2	C9JFJ2;		ENST00000453332.1;			
C9JFK0	C9JFK0;		ENST00000420223.5;			
C9JFK7	C9JFK7;		ENST00000425689.1;			
C9JFK9	C9JFK9;		ENST00000450186.1;			
C9JFL0	C9JFL0;		ENST00000418198.5;			
C9JFL1	C9JFL1;		ENST00000439629.2;			
C9JFL2	C9JFL2;		ENST00000422770.5;			
C9JFL3	C9JFL3;		ENST00000448599.2;			
C9JFL4	C9JFL4;		ENST00000430053.1;			
C9JFL5	C9JFL5;		ENST00000442912.5;			
C9JFL7	C9JFL7;		ENST00000435031.1;			
C9JFM2	C9JFM2;		ENST00000415261.5;			
C9JFM4	C9JFM4;		ENST00000448408.5;			
C9JFM5	C9JFM5;		ENST00000457779.6;			
C9JFN4	C9JFN4;		ENST00000452206.5;			
C9JFP1	C9JFP1;		ENST00000420681.6;			
C9JFP6	C9JFP6;		ENST00000419837.1;			
C9JFQ0			ENST00000412608.5;ENST00000613910.4;			
C9JFQ5	C9JFQ5;		ENST00000441305.5;			
C9JFR2	C9JFR2;		ENST00000425705.2;			
C9JFR5	C9JFR5;		ENST00000443342.5;			
C9JFR8			ENST00000458440.1;ENST00000636918.1;			
C9JFS0	C9JFS0;		ENST00000446764.5;			
C9JFS8	C9JFS8;		ENST00000449946.5;			
C9JFS9	C9JFS9;		ENST00000439049.5;			
C9JFT1	C9JFT1;		ENST00000445030.5;			
C9JFT4	C9JFT4;		ENST00000425745.1;			
C9JFT7	C9JFT7;		ENST00000439083.5;			
C9JFU1	C9JFU1;		ENST00000420348.1;			
C9JFU4	C9JFU4;		ENST00000446291.1;			
C9JFU6	C9JFU6;		ENST00000444193.5;			
C9JFW7	C9JFW7;		ENST00000301165.9;			
C9JFW8	C9JFW8;		ENST00000356632.7;			
C9JFX4	C9JFX4;		ENST00000531205.5;			
C9JFY0	C9JFY0;		ENST00000448217.2;			
C9JFY7	C9JFY7;		ENST00000451952.1;			
C9JFZ0	C9JFZ0;		ENST00000413505.1;			
C9JG07	C9JG07;		ENST00000422105.5;			
C9JG08			ENST00000447166.3;			
C9JG15	C9JG15;		ENST00000439915.1;			
C9JG32	C9JG32;		ENST00000434359.5;			
C9JG34	C9JG34;		ENST00000421287.5;			
C9JG35	C9JG35;		ENST00000417935.1;			
C9JG37	C9JG37;		ENST00000427810.6;			
C9JG62	C9JG62;		ENST00000444718.5;			
C9JG65	C9JG65;		ENST00000424768;			
C9JG66	C9JG66;		ENST00000399874.6;			
C9JG77	C9JG77;		ENST00000451885;			
C9JG84	C9JG84;		ENST00000451701.5;			
C9JG86			ENST00000412450.1;			
C9JG87	C9JG87;		ENST00000419219.1;			
C9JG89	C9JG89;		ENST00000457526.1;			
C9JG93	C9JG93;		ENST00000429791.5;			
C9JG98	C9JG98;		ENST00000413196.6;			
C9JGA2	C9JGA2;		ENST00000415852.1;			
C9JGA3	C9JGA3;		ENST00000447300.1;			
C9JGA6	C9JGA6;		ENST00000412564.5;			
C9JGB1			ENST00000418294.1;ENST00000633498.1;			
C9JGC1	C9JGC1;		ENST00000438060.5;			
C9JGF3	C9JGF3;		ENST00000456869.5;			
C9JGF5	C9JGF5;		ENST00000433685.5;			
C9JGG1	C9JGG1;		ENST00000432297.6;			
C9JGI3	C9JGI3;		ENST00000425169.1;			
C9JGI8	C9JGI8;		ENST00000432190.5;			
C9JGI9			ENST00000428834.1;ENST00000430875.1;ENST00000455502.5;			
C9JGJ7	C9JGJ7;		ENST00000449440.5;			
C9JGK9	C9JGK9;		ENST00000455083.5;			
C9JGL2			ENST00000418682.5;ENST00000435760.6;			
C9JGL4	C9JGL4;		ENST00000441967.5;			
C9JGL8	C9JGL8;		ENST00000430982.1;			
C9JGM0	C9JGM0;		ENST00000418606.1;ENST00000709683.1;			
C9JGM1	C9JGM1;		ENST00000429651.1;			
C9JGM6	C9JGM6;		ENST00000446706.5;			
C9JGM8	C9JGM8;		ENST00000453663.5;			
C9JGM9	C9JGM9;		ENST00000412691.5;			
C9JGN4	C9JGN4;		ENST00000432704.5;			
C9JGP4	C9JGP4;		ENST00000441279.5;			
C9JGQ0	C9JGQ0;		ENST00000422839.5;			
C9JGQ2	C9JGQ2;		ENST00000414343.1;			
C9JGQ4	C9JGQ4;		ENST00000431140.5;			
C9JGR2			ENST00000415571.6;ENST00000627641.2;			
C9JGR5	C9JGR5;		ENST00000426918.2;			
C9JGS4			ENST00000437411.6;ENST00000645015.1;			
C9JGS7	C9JGS7;		ENST00000411765.2;			
C9JGS9			ENST00000432115.6;ENST00000631045.2;			
C9JGT0	C9JGT0;		ENST00000437378.5;			
C9JGT3	C9JGT3;		ENST00000420633.1;			
C9JGT5	C9JGT5;		ENST00000430405.7;			
C9JGU9	C9JGU9;		ENST00000419690.5;			
C9JGV1	C9JGV1;		ENST00000413026.1;			
C9JGV3	C9JGV3;		ENST00000419774.5;			
C9JGV6	C9JGV6;		ENST00000423859.5;			
C9JGV7	C9JGV7;		ENST00000421793.5;			
C9JGY5	C9JGY5;		ENST00000448497.1;			
C9JH00	C9JH00;		ENST00000454887.1;			
C9JH14	C9JH14;		ENST00000444081.5;			
C9JH16	C9JH16;		ENST00000442023.1;			
C9JH33	C9JH33;		ENST00000450274.5;			
C9JH37	C9JH37;		ENST00000449294.6;			
C9JH41	C9JH41;		ENST00000445935.5;			
C9JH43	C9JH43;		ENST00000417701.5;			
C9JH44	C9JH44;		ENST00000436769.5;			
C9JH46	C9JH46;		ENST00000445237.2;			
C9JH59	C9JH59;		ENST00000422680;			
C9JH61	C9JH61;		ENST00000434238.1;			
C9JH62	C9JH62;		ENST00000425229.5;			
C9JH72	C9JH72;		ENST00000420967.5;			
C9JH89	C9JH89;		ENST00000415944.4;ENST00000628176.2;			
C9JH94	C9JH94;		ENST00000437972.1;			
C9JH98	C9JH98;		ENST00000450507.5;			
C9JHB1	C9JHB1;		ENST00000434036.5;			
C9JHB3	C9JHB3;		ENST00000438813.1;			
C9JHC0			ENST00000420291.3;ENST00000426583.2;			
C9JHC2	C9JHC2;		ENST00000428492.5;			
C9JHD9	C9JHD9;		ENST00000438937.1;			
C9JHE8	C9JHE8;		ENST00000377303.6;			
C9JHF6	C9JHF6;		ENST00000440598.2;			
C9JHF7	C9JHF7;		ENST00000430370.1;			
C9JHG1	C9JHG1;		ENST00000444967.5;			
C9JHG2	C9JHG2;		ENST00000451036.5;			
C9JHH5	C9JHH5;		ENST00000444233.1;			
C9JHH6	C9JHH6;		ENST00000413502.1;			
C9JHH7	C9JHH7;		ENST00000413668.5;			
C9JHI2	C9JHI2;		ENST00000453906.6;			
C9JHJ4	C9JHJ4;		ENST00000422854.5;			
C9JHJ5	C9JHJ5;		ENST00000429018.5;			
C9JHJ7	C9JHJ7;		ENST00000412025.5;			
C9JHK9	C9JHK9;		ENST00000441774.1;			
C9JHL0	C9JHL0;		ENST00000416756.5;			
C9JHL2	C9JHL2;		ENST00000427457.2;			
C9JHM4	C9JHM4;		ENST00000420196.5;			
C9JHM6	C9JHM6;		ENST00000437006.1;			
C9JHN6			ENST00000413241.5;ENST00000423693.5;			
C9JHN8	C9JHN8;		ENST00000441491.1;			
C9JHP3	C9JHP3;		ENST00000412952.1;			
C9JHP4	C9JHP4;		ENST00000451427.1;			
C9JHQ1	C9JHQ1;		ENST00000412913.1;			
C9JHR0	C9JHR0;		ENST00000442653.1;			
C9JHR8	C9JHR8;		ENST00000396620.7;			
C9JHS7	C9JHS7;		ENST00000441124.5;			
C9JHS9	C9JHS9;		ENST00000449504.5;			
C9JHT0	C9JHT0;		ENST00000430720.5;			
C9JHT8			ENST00000419026.5;			
C9JHU9	C9JHU9;		ENST00000422327.5;			
C9JHV0	C9JHV0;		ENST00000417778.5;			
C9JHV2			ENST00000417896.1;ENST00000433104.2;ENST00000449610.5;ENST00000453202.1;			
C9JHV9	C9JHV9;		ENST00000412793.5;			
C9JHW1	C9JHW1;		ENST00000423659.5;			
C9JHW6	C9JHW6;		ENST00000440010.5;			
C9JHW9	C9JHW9;		ENST00000456033.5;			
C9JHX5	C9JHX5;		ENST00000426158.1;			
C9JHX9	C9JHX9;		ENST00000434602.5;			
C9JHY1	C9JHY1;		ENST00000431833.1;			
C9JHZ6	C9JHZ6;		ENST00000419281.6;			
C9JHZ8	C9JHZ8;		ENST00000430918.5;			
C9JI01	C9JI01;		ENST00000429898.5;			
C9JI11	C9JI11;		ENST00000452926.1;			
C9JI33	C9JI33;		ENST00000435960.5;			
C9JI39			ENST00000431404.2;			
C9JI43	C9JI43;		ENST00000413280.5;			
C9JI44	C9JI44;		ENST00000453281.5;			
C9JI74	C9JI74;		ENST00000413378.5;			
C9JI79	C9JI79;		ENST00000429056.5;			
C9JI88	C9JI88;		ENST00000440067.4;			
C9JI90	C9JI90;		ENST00000438590.5;			
C9JI91	C9JI91;		ENST00000412507.1;			
C9JI92	C9JI92;		ENST00000414439.5;			
C9JI97	C9JI97;		ENST00000433785.1;			
C9JIA0	C9JIA0;		ENST00000445089.5;			
C9JIA1	C9JIA1;		ENST00000445092.6;			
C9JIA8			ENST00000411682.2;ENST00000437939.5;			
C9JIB1	C9JIB1;		ENST00000427118.1;			
C9JIB2	C9JIB2;		ENST00000424625.5;			
C9JIB6	C9JIB6;		ENST00000432213.1;			
C9JIC2	C9JIC2;		ENST00000447021.1;			
C9JIC6			ENST00000416427.5;ENST00000421656.5;			
C9JIC7	C9JIC7;		ENST00000430489.1;			
C9JID3	C9JID3;		ENST00000440366.1;			
C9JID4	C9JID4;		ENST00000416973.1;			
C9JID8	C9JID8;		ENST00000458563.5;			
C9JIE2	C9JIE2;		ENST00000446803.6;			
C9JIE4	C9JIE4;		ENST00000328642;			
C9JIE7	C9JIE7;		ENST00000435477.1;			
C9JIF3	C9JIF3;		ENST00000458520.5;			
C9JIF4	C9JIF4;		ENST00000424658.5;			
C9JIF6	C9JIF6;		ENST00000427375.1;			
C9JIG0	C9JIG0;		ENST00000432985.1;			
C9JIG4	C9JIG4;		ENST00000418055.5;			
C9JIG7	C9JIG7;		ENST00000443954.5;			
C9JIH5	C9JIH5;		ENST00000455679.5;			
C9JIH7	C9JIH7;		ENST00000438865.1;			
C9JIH8	C9JIH8;		ENST00000440109.5;			
C9JII0	C9JII0;		ENST00000438912.1;			
C9JII4	C9JII4;		ENST00000442309.5;			
C9JIJ1	C9JIJ1;		ENST00000423127.5;			
C9JIJ3	C9JIJ3;		ENST00000411683.1;			
C9JIJ5	C9JIJ5;		ENST00000435330.5;			
C9JIJ7	C9JIJ7;		ENST00000417525.5;			
C9JIJ8	C9JIJ8;		ENST00000415863.5;			
C9JIJ9	C9JIJ9;		ENST00000434693.6;			
C9JIK2	C9JIK2;		ENST00000419159.2;			
C9JIL4	C9JIL4;		ENST00000433540.5;			
C9JIN3	C9JIN3;		ENST00000418610.1;			
C9JIP2	C9JIP2;		ENST00000436673.5;			
C9JIP4	C9JIP4;		ENST00000418866.1;			
C9JIP7	C9JIP7;		ENST00000425274.1;			
C9JIP9	C9JIP9;		ENST00000414803.1;			
C9JIR0	C9JIR0;		ENST00000455998.5;			
C9JIR1			ENST00000430273;ENST00000431971.1;ENST00000441865.5;ENST00000457310;			
C9JIR3	C9JIR3;		ENST00000429533.6;			
C9JIS1	C9JIS1;		ENST00000431068.5;			
C9JIS3	C9JIS3;		ENST00000448604.1;			
C9JIS7	C9JIS7;		ENST00000450231.1;			
C9JIT0	C9JIT0;		ENST00000455500.5;			
C9JIT1	C9JIT1;		ENST00000421579.1;			
C9JIU2	C9JIU2;		ENST00000448971.5;			
C9JIU4	C9JIU4;		ENST00000444471.5;			
C9JIU5	C9JIU5;		ENST00000414641.5;			
C9JIU9	C9JIU9;		ENST00000429161.5;			
C9JIV0	C9JIV0;		ENST00000436631.5;			
C9JIV1	C9JIV1;		ENST00000436869.1;			
C9JIV3	C9JIV3;		ENST00000416985.5;			
C9JIV5	C9JIV5;		ENST00000442582.1;			
C9JIW2	C9JIW2;		ENST00000455879.5;			
C9JIW6	C9JIW6;		ENST00000449482.1;			
C9JIX1	C9JIX1;		ENST00000436436.5;			
C9JIX3	C9JIX3;		ENST00000438014.5;			
C9JIX5	C9JIX5;		ENST00000456079.1;			
C9JIY1	C9JIY1;		ENST00000434053.5;			
C9JIY2	C9JIY2;		ENST00000445516.2;			
C9JIY5	C9JIY5;		ENST00000420637.5;			
C9JIY6	C9JIY6;		ENST00000438643.6;			
C9JIY7	C9JIY7;		ENST00000457242.1;			
C9JIY9	C9JIY9;		ENST00000442895.6;			
C9JIZ1	C9JIZ1;		ENST00000422933.5;			
C9JIZ2	C9JIZ2;		ENST00000413213.5;			
C9JIZ3	C9JIZ3;		ENST00000453113.6;			
C9JJ08	C9JJ08;		ENST00000432983.5;			
C9JJ10	C9JJ10;		ENST00000422344.5;			
C9JJ12	C9JJ12;		ENST00000457322.5;			
C9JJ13	C9JJ13;		ENST00000450092;			
C9JJ18	C9JJ18;		ENST00000439087.5;			
C9JJ19	C9JJ19;	6NU3;	ENST00000177742.7;			
C9JJ23	C9JJ23;		ENST00000422701.1;			
C9JJ25	C9JJ25;		ENST00000457462.5;			
C9JJ39	C9JJ39;		ENST00000453225.5;			
C9JJ42	C9JJ42;		ENST00000423076.1;			
C9JJ47	C9JJ47;		ENST00000432591.6;			
C9JJ54	C9JJ54;		ENST00000429915.1;			
C9JJ63			ENST00000461345.5;ENST00000468689.2;			
C9JJ64	C9JJ64;		ENST00000490207.5;			
C9JJ71	C9JJ71;		ENST00000472599.5;			
C9JJA7	C9JJA7;		ENST00000435386.1;			
C9JJB3	C9JJB3;		ENST00000421879.5;			
C9JJC1	C9JJC1;		ENST00000433369.6;			
C9JJC9	C9JJC9;		ENST00000436858.5;			
C9JJD0	C9JJD0;		ENST00000454119.5;			
C9JJE0	C9JJE0;		ENST00000440662.1;			
C9JJE7			ENST00000436408.6;ENST00000627975.2;ENST00000629752.2;ENST00000629777.2;			
C9JJF4	C9JJF4;		ENST00000447804.1;			
C9JJG6	C9JJG6;		ENST00000440857.5;			
C9JJH2	C9JJH2;		ENST00000445546.1;			
C9JJI3	C9JJI3;		ENST00000454318.1;			
C9JJJ9			ENST00000412877.1;			
C9JJK3	C9JJK3;		ENST00000447731.6;			
C9JJK8	C9JJK8;		ENST00000425827.5;			
C9JJK9	C9JJK9;		ENST00000417582.6;			
C9JJL7	C9JJL7;		ENST00000446182.5;			
C9JJM2	C9JJM2;		ENST00000456991.5;			
C9JJM3	C9JJM3;		ENST00000431815.5;			
C9JJM7	C9JJM7;		ENST00000414979.1;			
C9JJM9	C9JJM9;		ENST00000452773.6;			
C9JJN0	C9JJN0;		ENST00000435750.1;			
C9JJN2	C9JJN2;		ENST00000418406.1;			
C9JJN3	C9JJN3;		ENST00000447499.1;			
C9JJN7	C9JJN7;		ENST00000437375.1;			
C9JJR8	C9JJR8;		ENST00000434434.5;			
C9JJS5	C9JJS5;		ENST00000436073.1;			
C9JJT2	C9JJT2;		ENST00000458295.5;			
C9JJT6	C9JJT6;		ENST00000424865.1;			
C9JJU1			ENST00000429543.2;ENST00000488083.5;			
C9JJU3	C9JJU3;		ENST00000426141.6;			
C9JJU6	C9JJU6;		ENST00000457598.5;			
C9JJV0	C9JJV0;		ENST00000429279.5;			
C9JJV4	C9JJV4;		ENST00000441368.5;			
C9JJV6	C9JJV6;		ENST00000414489.1;			
C9JJW1	C9JJW1;		ENST00000440012.1;			
C9JJX8	C9JJX8;		ENST00000417289.1;			
C9JJY0	C9JJY0;		ENST00000437125.5;			
C9JJZ6	C9JJZ6;		ENST00000454819.1;			
C9JJZ7	C9JJZ7;		ENST00000425682.1;			
C9JJZ8	C9JJZ8;		ENST00000429115.1;			
C9JK00	C9JK00;		ENST00000423771.5;			
C9JK08	C9JK08;		ENST00000457595.1;			
C9JK14	C9JK14;		ENST00000443711.2;			
C9JK31	C9JK31;		ENST00000441298.5;			
C9JK35	C9JK35;		ENST00000448845.1;			
C9JK45	C9JK45;		ENST00000421082.1;			
C9JK50	C9JK50;		ENST00000416020.1;			
C9JK51	C9JK51;		ENST00000425268.5;			
C9JK55	C9JK55;		ENST00000435699.5;			
C9JK59	C9JK59;		ENST00000419502.5;			
C9JK61	C9JK61;		ENST00000425203.1;			
C9JK69	C9JK69;		ENST00000434067.6;			
C9JK78	C9JK78;		ENST00000417662.1;			
C9JK79	C9JK79;		ENST00000442714.5;			
C9JK86	C9JK86;		ENST00000436231.5;			
C9JK90	C9JK90;		ENST00000444537.5;			
C9JK95	C9JK95;		ENST00000436745.5;			
C9JK97			ENST00000444735.5;ENST00000627513.2;			
C9JKA3	C9JKA3;		ENST00000444619.5;			
C9JKA7	C9JKA7;		ENST00000426683.5;			
C9JKA8	C9JKA8;		ENST00000426198.5;			
C9JKA9			ENST00000425755.5;ENST00000627705.2;			
C9JKC2	C9JKC2;		ENST00000420116.1;			
C9JKC7	C9JKC7;		ENST00000430372.1;			
C9JKD5	C9JKD5;		ENST00000419381.1;			
C9JKD7	C9JKD7;		ENST00000426220.5;			
C9JKD9	C9JKD9;		ENST00000450121.5;			
C9JKE4	C9JKE4;		ENST00000421573.5;			
C9JKE8	C9JKE8;		ENST00000433346.5;			
C9JKF2	C9JKF2;		ENST00000449866.2;			
C9JKF4			ENST00000455953.1;			
C9JKF7	C9JKF7;		ENST00000446808.5;ENST00000671950.1;			
C9JKG0	C9JKG0;		ENST00000416235;			
C9JKG6	C9JKG6;		ENST00000417090.1;			
C9JKG9	C9JKG9;		ENST00000441933.5;			
C9JKH6			ENST00000419843.1;			
C9JKH7	C9JKH7;		ENST00000443501.1;			
C9JKI6	C9JKI6;		ENST00000436590.5;			
C9JKI7	C9JKI7;		ENST00000437877.1;			
C9JKK0	C9JKK0;		ENST00000457304.5;			
C9JKL0	C9JKL0;		ENST00000453056.5;			
C9JKM5	C9JKM5;		ENST00000456159.1;			
C9JKM7	C9JKM7;		ENST00000432426.5;			
C9JKM9	C9JKM9;		ENST00000451765.6;			
C9JKN2	C9JKN2;		ENST00000432198.5;			
C9JKN3	C9JKN3;		ENST00000425451.2;			
C9JKP0	C9JKP0;		ENST00000446877.5;			
C9JKP4	C9JKP4;		ENST00000427839.5;			
C9JKP5	C9JKP5;		ENST00000418375.1;			
C9JKP8	C9JKP8;		ENST00000443187.1;			
C9JKQ1	C9JKQ1;		ENST00000417472.5;			
C9JKQ7	C9JKQ7;		ENST00000438059.5;			
C9JKR6	C9JKR6;		ENST00000431739.5;			
C9JKR8	C9JKR8;		ENST00000421368.3;			
C9JKS0	C9JKS0;		ENST00000437120.5;			
C9JKT1	C9JKT1;		ENST00000430792.1;			
C9JKT8	C9JKT8;		ENST00000412481.1;			
C9JKT9	C9JKT9;		ENST00000423915.1;			
C9JKU2	C9JKU2;		ENST00000426827.5;			
C9JKV3	C9JKV3;		ENST00000435414.5;			
C9JKV5	C9JKV5;		ENST00000422695.5;			
C9JKW5			ENST00000422687.1;			
C9JKW7	C9JKW7;		ENST00000453930.5;			
C9JKX7	C9JKX7;		ENST00000442032.2;			
C9JKX8	C9JKX8;		ENST00000453254.5;			
C9JL08	C9JL08;		ENST00000422495.5;			
C9JL16	C9JL16;		ENST00000438077.1;			
C9JL19	C9JL19;		ENST00000439605;			
C9JL26			ENST00000422850.5;ENST00000457068.5;			
C9JL30	C9JL30;		ENST00000413952.7;			
C9JL39	C9JL39;		ENST00000442469.1;			
C9JL40	C9JL40;		ENST00000445120.5;			
C9JL41			ENST00000504563.6;ENST00000506686.5;ENST00000508045.5;ENST00000509335.5;ENST00000625349.2;			
C9JL43	C9JL43;		ENST00000419358.5;			
C9JL51	C9JL51;		ENST00000439708.1;			
C9JL62	C9JL62;		ENST00000439914.5;			
C9JL74	C9JL74;		ENST00000424647.1;			
C9JL85	C9JL85;		ENST00000435723.1;			
C9JL88	C9JL88;		ENST00000450489.1;			
C9JL92	C9JL92;		ENST00000448811.1;			
C9JL93	C9JL93;		ENST00000431153.5;			
C9JL94	C9JL94;		ENST00000392540.6;			
C9JLA2			ENST00000457956.1;ENST00000628349.1;			
C9JLA3	C9JLA3;		ENST00000414884.1;			
C9JLA8	C9JLA8;		ENST00000422091.1;			
C9JLB5	C9JLB5;		ENST00000428682.5;			
C9JLB7			ENST00000435829.6;ENST00000627468.2;			
C9JLC0	C9JLC0;		ENST00000440469.1;			
C9JLD6			ENST00000456060.5;			
C9JLE2	C9JLE2;		ENST00000450855.1;			
C9JLE9	C9JLE9;		ENST00000431430.1;			
C9JLF4	C9JLF4;		ENST00000413191.1;			
C9JLG4	C9JLG4;		ENST00000428637.5;			
C9JLG5	C9JLG5;		ENST00000445335.1;			
C9JLG7	C9JLG7;		ENST00000413654.5;			
C9JLG9			ENST00000445578.5;ENST00000633787.1;			
C9JLH4			ENST00000416587.5;ENST00000433456.1;			
